Index,Sentence,Options,Label,Result
86,David was at risk of receiving bad reviews for his work ethic from his manager and scrambled to setup the new system from scratch.,"A. Resolving small issues in relationships immediately may prevent bigger troubles down the road.
B. After letting off his rage he sat down like a lamb.
C. If my project partner hadn't gotten sick I never would have need to finish the entire assignment on my own by working day and night.
D. Larry was so attached to the idea of working for Frank that no other employer could convince him otherwise.",C,D. Larry was so attached to the idea of working for Frank that no other employer could convince him otherwise.
87,"Megan, a lousy student, worked twice as hard and revised her basics once she was told to mentor two new members of the team.","A. Normally I try to maintain a good work-life balance, but I worked all of last week non stop because I had 5 deadlines and I couldn't miss any of them.
B. John studied all throughout college in the hopes of landing a good job. He made sacrifices and put in a lot of hard work.
C. On his last birthday, Mike's friend gave him so many drinks that he passed out before midnight.
D. Do you know who you're facing? That's the world champion of taekwondo standing right there!.",A,B. John studied all throughout college in the hopes of landing a good job. He made sacrifices and put in a lot of hard work.
88,It is not acceptable to do a bad thing just because someone else has done it.,"A. The presentation was such a mess! The presenters tried to convey a lot of information in such a short time that there was no clarity.
B. Your friend going to the spa instead of doing her homework doesn't mean you can do it too.
C. Frank has never tried to write a computer program before as he finds computers daunting. But last time we met, he said he will go for it.
D. After going through an extensive workload, Ally got very sick and will be doing nothing but rest during this weekend.",B,B. Your friend going to the spa instead of doing her homework doesn't mean you can do it too.
89,"You should not be using your pen for gossip and rumors, even though other media reporters are doing so.","A. But if you look at the bright side you got to learn so much from the experience.
B. Sally spent the weekend relaxing following her sister's example. But it was not right choice as she had a lot of work to do.
C. Keep a jug full of water near the table in case you get thirsty at night.
D. Her ideas were challenged as she read book after book.",B,D. Her ideas were challenged as she read book after book.
90,Just because your roommate never cleans up after himself doesn't mean you should too.,"A. Lets meet him and ask about the robbery. Since he is the one who was robbed, it would be much more thrilling to hear.
B. Your friend going to the spa instead of doing her homework doesn't mean you can do it too.
C. Frank has never tried to write a computer program before as he finds computers daunting. But last time we met, he said he will go for it.
D. Although Larry looked forward to meeting his favorite author at the event, he had yet to receive an invite.",B,B. Your friend going to the spa instead of doing her homework doesn't mean you can do it too.
91,Your friend going to the spa instead of doing her homework doesn't mean you can do it too.,"A. Larry always starts the work without reading the requirements and tries to finish it early as well. This leads to others having to fix his work.
B. Sally spent the weekend relaxing following her sister's example. But it was not right choice as she had a lot of work to do.
C. I don’t really like the colour of your car, but then, beauty lies in the eyes of the beholder.
D. That dress wasn't exactly what I would have picked for myself, but, hey, it was free, and I'm broke right now.",B,B. Sally spent the weekend relaxing following her sister's example. But it was not right choice as she had a lot of work to do.
92,Sally spent the weekend relaxing following her sister's example. But it was not right choice as she had a lot of work to do.,"A. Politicians frequently tell lies, which gets them into problems. They could win election after election if they would just be sincere about their aims.
B. David was at risk of receiving bad reviews for his work ethic from his manager and scrambled to setup the new system from scratch.
C. When the site was just discovered and undeveloped, Larry was able to purchase the home for a low price. Now, the price has risen to the point where even Will cannot afford it.
D. Your friend going to the spa instead of doing her homework doesn't mean you can do it too.",D,D. Your friend going to the spa instead of doing her homework doesn't mean you can do it too.
93,Mary should not have dropped out of school to follow in the footsteps of her favorite writer.,"A. I would have preferred a house of my own rather than sharing, but beggars can't be choosers, I suppose.
B. As the flame extinguished, it left behind a thin wisp of smoke.
C. You should not be using your pen for gossip and rumors, even though other media reporters are doing so.
D. She tried to hand over the hardest part of the assignment on me so she doesn't have to do it.",C,D. She tried to hand over the hardest part of the assignment on me so she doesn't have to do it.
94,"It was a fantastic vacation, but all good things come to an end.","A. A journey of a thousand miles begins with a single step.
B. The management made it clear that the employees had to be on board with the new policies or they would be let go.
C. I have had a great time in college, but tomorrow I will be graduating.
D. My tiny daily coffee expenses are draining up all my income.",C,B. The management made it clear that the employees had to be on board with the new policies or they would be let go.
95,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","A. After losing half of the soldiers, they had no other option but to use the tank to fight.
B. Don't be greedy, just take whatever they offer you as if you negotiate too much they might take the offer back.
C. While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.
D. He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.",C,D. He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.
96,"While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.","A. The way he's obsessing over one doorknob when we're renovating the entire house makes me think that he can't see the larger picture.
B. Sally was adamant and stubborn about her religious beliefs and went through with the ceremony with full conviction.
C. Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.
D. I am mad at Kim for choosing not to support me at my wedding.",C,"D. I am mad at Kim for choosing not to support me at my wedding.

Explanation:
The target sentence and the given sentence share similarities in their structure and tone. Both sentences use the phrase ""at the conclusion of"" to indicate a specific point in time, and both also use the word ""nevertheless"" to convey a contrasting idea. Additionally, both sentences have a negative tone and convey a sense of disappointment or frustration. Therefore, option D is the most analogous sentence to the target sentence."
97,"I have had a great time in college, but tomorrow I will be graduating.","A. Your 20s are the best time of your life, enjoy it while it lasts.
B. A large suburban community has developed outside the city center over the past few decades.
C. No need to take so much work this quarter, as performance won't impact appraisals. Work more in the next two quarters when the management will actively prioritize it.
D. It would be better if you applied to several companies instead of just one.",A,B. A large suburban community has developed outside the city center over the past few decades.
98,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"A. But before he knew it, he had already finished the delicious meal.
B. You should tell your mother the truth about the vase, as it would relieve you of the stress.
C. After letting off his rage he sat down like a lamb.
D. Since he had nothing else to do during the break, he kept obsessing over his previous girlfriend.",A,"D. Since he had nothing else to do during the break, he kept obsessing over his previous girlfriend."
99,"But before he knew it, he had already finished the delicious meal.","A. A large suburban community has developed outside the city center over the past few decades.
B. A picture of diseased lungs on the back of cigarette packs is more effective than just the statutory warning message.
C. John brought out one dish after another onto the dining room table. Soon, all the guests began gathering around.
D. I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.",D,"C. John brought out one dish after another onto the dining room table. Soon, all the guests began gathering around."
100,"Your 20s are the best time of your life, enjoy it while it lasts.","A. Lester made the dance team by the skin of his teeth since the audition was about to be closed.
B. Wow, your kid just graduated middle schoool! You must be filled with pride and joy.
C. But before he knew it, he had already finished the delicious meal.
D. All the people who had the same interests at the conference were socializing together.",C,"B. Wow, your kid just graduated middle school! You must be filled with pride and joy."
101,"You wouldn't have these options once you move across the country, so work hard while you are here.","A. Your 20s are the best time of your life, enjoy it while it lasts.
B. All that glitters is not gold.
C. Don’t lie to land a job, remember that honesty is the best policy.
D. You should tell your mother the truth about the vase, as it would relieve you of the stress.",A,B. All that glitters is not gold.
102,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","A. In this part of town, there are always guys trying to deceitfully pass off cheap watches as authentic Rolexes.
B. I cannot forgive Nick for how he insulted me that day at the party.
C. A friend of mine who had failed 12th grade for the last five years, finally succeeded to pass.
D. Be thankful for the sunshine this summer because it only appears briefly during the winter.",D,B. I cannot forgive Nick for how he insulted me that day at the party.
103,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"A. I am absolutely terrified of skydiving, but I think once in my life, I will give it a whirl.
B. Your 20s are the best time of your life, enjoy it while it lasts.
C. Don’t invest all your money in the stock market, you should never put all your eggs in one basket.
D. She has been talking trash about us all week to everyone. So I don't feel sorry for her when someone spilled all her secrets.",B,"B. Your 20s are the best time of your life, enjoy it while it lasts."
104,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"A. The job was finally his after the last interview that went well.
B. While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.
C. The music producer selects a less liked song from his collection for his least favorite client.
D. Mary prefered to learn from the diagrams of the processes than from the notes describing them as they gave her a better idea.",B,D. Mary prefered to learn from the diagrams of the processes than from the notes describing them as they gave her a better idea.
105,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"A. You can’t just sell all of your shares when the market is low; look before you leap. Tomorrow, it is possible the shares may rebound.
B. Since both of our favourite teams have lost, lets enjoy the world cup together and not fight.
C. The game was won when the team broke the tie and scored their third goal.
D. But before he knew it, he had already finished the delicious meal.",D,"D. But before he knew it, he had already finished the delicious meal."
106,"My daughter creates problems for my mom in the afternoon if she has nothing else to do. After all, an idle brain is the devil’s workshop.","A. With no homework to do, I spent the weekend coming up with ways to annoy my brother.
B. The technical lead informed the team that they have to follow his ideas for the project to be completed without question or risk failure.
C. Clark took 10 years to propose to Cece. We all had lost hope but finally he came through.
D. If my project partner hadn't gotten sick I never would have need to finish the entire assignment on my own by working day and night.",A,D. If my project partner hadn't gotten sick I never would have needed to finish the entire assignment on my own by working day and night.
107,"With no homework to do, I spent the weekend coming up with ways to annoy my brother.","A. Since he had nothing else to do during the break, he kept obsessing over his previous girlfriend.
B. The doctor had an important surgery the next day, so he asked the staff to not interrupt him with any minor tasks.
C. It would be better if you applied to several companies instead of just one.
D. She thought her neighbor's home was more attractive than her own when she turned to look at it. But she had no idea that it was more difficult to keep up.",A,D. She thought her neighbor's home was more attractive than her own when she turned to look at it. But she had no idea that it was more difficult to keep up.
108,"After getting fired and having nothing else to do, Kate spent her days imagining schemes to get the boss fired.","A. The water is flowing from a large beaker to a smaller one through a narrow pipe.
B. Ron comes up with detailed and complex pranks because he is not given any responsibilities towards anything.
C. He always argues on the silliest topics, it’s like he can’t see the wood for the trees.
D. He collapsed after he ran for the marathon.",B,B. Ron comes up with detailed and complex pranks because he is not given any responsibilities towards anything.
109,Ron comes up with detailed and complex pranks because he is not given any responsibilities towards anything.,"A. Often times, in the interest of reaching the destination, we forget to experience the journey.
B. Kim checked the papers in a rush so that she can have more free time. But, now she needs to redo them as half of the class complained.
C. The process of quiting smoking starts with a desire to quit smoking.
D. Since he had nothing else to do during the break, he kept obsessing over his previous girlfriend.",D,"D. Since he had nothing else to do during the break, he kept obsessing over his previous girlfriend."
110,"Since he had nothing else to do during the break, he kept obsessing over his previous girlfriend.","A. After working two years for the company she was burned out.
B. Don’t rush through your assignment, remember haste makes waste.
C. The poker player liked the hand he was dealt and kept calling until he had staked all his money.
D. Ron comes up with detailed and complex pranks because he is not given any responsibilities towards anything.",D,D. Ron comes up with detailed and complex pranks because he is not given any responsibilities towards anything.
111,The students created a mess in the class when there was no teacher to monitor.,"A. Ron comes up with detailed and complex pranks because he is not given any responsibilities towards anything.
B. He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.
C. You should not be using your pen for gossip and rumors, even though other media reporters are doing so.
D. Samantha should not spend all her savings on the flight tickets during the holidays. She should wait and check after a few months when the prices are low.",A,D. Samantha should not spend all her savings on the flight tickets during the holidays. She should wait and check after a few months when the prices are low.
112,"Don’t ignore the sudden malfunctioning of your car, just go to the garage. A stitch in time saves nine.","A. David was at risk of receiving bad reviews for his work ethic from his manager and scrambled to setup the new system from scratch.
B. Listen, losing weight is easier said than done, many people lack commitment.
C. The fancy Michelin-star restaurant seems to attract a homogeneous clientele, who all appear to wear the same fashion and be around the same age.
D. We should submit the courses we want to register as early as possible so that we can get a seat.",D,D. We should submit the courses we want to register as early as possible so that we can get a seat.
113,I think it’s better to compromise with your neighbour now instead of letting tensions simmer and allowing the problem to snowball.,"A. I am sorry, but you would now have to present your work before you can go for the vacation.
B. It would have been okay if you had discussed the problem right then and there. Now, it's too late and a lot of work is required to rectify this.
C. Listen, losing weight is easier said than done, many people lack commitment.
D. Jake might look confused all the time, but he's really extremely bright.",B,"B. It would have been okay if you had discussed the problem right then and there. Now, it's too late and a lot of work is required to rectify this."
114,Resolving small issues in relationships immediately may prevent bigger troubles down the road.,"A. Although I'm pretty familiar with this part of the woods and don't need a map, I still brought one with me in case I got lost during the hike.
B. The director finally completed the film, having done everything in his power to get the film released and bankrupting his production company.
C. The students created a mess in the class when there was no teacher to monitor.
D. We should go early to the boutique on the day of their sale to get the best stuff. The early bird catches the worm!.",D,D. We should go early to the boutique on the day of their sale to get the best stuff. The early bird catches the worm!
115,"If you had come earlier with your computer, it would have been possible to fix the malfunction. But now, you may need to buy a new one.","A. She cannot be dismissed because she is aware of the boss's shady business dealings.
B. It is better to use a map with directions than reading the instructions on how to arrive at the event.
C. Between six and eight in the morning is when most of the museum visitors arrive. So, you should come one hour before then to avoid the crowd.
D. Once she got bored and tired with the same old job, she decided to leave and opened up a restaurant.",C,"D. Once she got bored and tired with the same old job, she decided to leave and opened up a restaurant."
116,You should have gone to the doctor earlier. They still could have cured you then.,"A. Resolving small issues in relationships immediately may prevent bigger troubles down the road.
B. The painter did not have the yellow color with him so had to paint with red, making his painting famous for its unconventional choice.
C. To teach a class of even 10 students can be daunting for a first-timer. It needs a lot of dedication and preparation to explain ideas well.
D. You can't pour from an empty cup.",A,D. You can't pour from an empty cup.
117,"It would have been okay if you had discussed the problem right then and there. Now, it's too late and a lot of work is required to rectify this.","A. It is not that cold today, but I'd still go by car since I can't afford to get sick.
B. To secure the best batch, let's go to the farmer's market early as the remaining options may not be as favorable.
C. I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.
D. Sometimes I feel I should have gone for my master’s degree like you instead of this job. Well, the grass is always greener on the other side.",B,"D. Sometimes I feel I should have gone for my master’s degree like you instead of this job. Well, the grass is always greener on the other side."
118,We should go early to the boutique on the day of their sale to get the best stuff. The early bird catches the worm!.,"A. While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.
B. Philip needed an entire day of focus to finish the project that he switched off all of his devices.
C. I think it’s better to compromise with your neighbour now instead of letting tensions simmer and allowing the problem to snowball.
D. Normally I try to maintain a good work-life balance, but I worked all of last week non stop because I had 5 deadlines and I couldn't miss any of them.",C,"D. Normally I try to maintain a good work-life balance, but I worked all of last week non stop because I had 5 deadlines and I couldn't miss any of them."
119,We should submit the courses we want to register as early as possible so that we can get a seat.,"A. You should have gone to the doctor earlier. They still could have cured you then.
B. As they say, every cloud has a silver lining. If we hadn't missed the plane, we would never have met you.
C. I would rather use my old pan for cooking than buy the new utensil with fancy features.
D. Be thankful for the sunshine this summer because it only appears briefly during the winter.",A,D. Be thankful for the sunshine this summer because it only appears briefly during the winter.
120,"When the site was just discovered and undeveloped, Larry was able to purchase the home for a low price. Now, the price has risen to the point where even Will cannot afford it.","A. Let Mike share the incident with you as he is the one who went through it and will be able to give enough details.
B. I think it’s better to compromise with your neighbour now instead of letting tensions simmer and allowing the problem to snowball.
C. Clark took 10 years to propose to Cece. We all had lost hope but finally he came through.
D. He wanted to buy a big house and a car, but his father advised him to get a job first.",B,B. I think it’s better to compromise with your neighbour now instead of letting tensions simmer and allowing the problem to snowball.
121,"To secure the best batch, let's go to the farmer's market early as the remaining options may not be as favorable.","A. He was called on national television to talk about his crimes for everyone to listen directly from the serial killer.
B. We should submit the courses we want to register as early as possible so that we can get a seat.
C. Garry talked about how easily he managed the work stress. But his constant need of smoking told a different story.
D. Your 20s are the best time of your life, enjoy it while it lasts.",B,B. We should submit the courses we want to register as early as possible so that we can get a seat.
122,"You must go immediately if you want to meet with the Senate. Otherwise, you'll struggle due to the traffic.","A. Sarah wanted to book the honeymoon tickets before she had even been proposed to.
B. Having received recognition from the management for his diligence, he got the promotion.
C. Samantha should not spend all her savings on the flight tickets during the holidays. She should wait and check after a few months when the prices are low.
D. It would have been okay if you had discussed the problem right then and there. Now, it's too late and a lot of work is required to rectify this.",D,"D. It would have been okay if you had discussed the problem right then and there. Now, it's too late and a lot of work is required to rectify this."
123,"Between six and eight in the morning is when most of the museum visitors arrive. So, you should come one hour before then to avoid the crowd.","A. Listen to the news straight from the horse’s mouth, his factory burned down right in front of his eyes.
B. He attacked every point in my argument.
C. You should have gone to the doctor earlier. They still could have cured you then.
D. Every cigarette you smoked is a threat to your health.",C,D. Every cigarette you smoked is a threat to your health.
124,"I don’t really like the colour of your car, but then, beauty lies in the eyes of the beholder.","A. The poker player liked the hand he was dealt and kept calling until he had staked all his money.
B. David was at risk of receiving bad reviews for his work ethic from his manager and scrambled to setup the new system from scratch.
C. Better to buy the sweets we are accustomed to than to try the new ones that might taste better.
D. Many people fail to understand the beauty of mathematics. But to me, it is the most meaningful subject.",D,"D. Many people fail to understand the beauty of mathematics. But to me, it is the most meaningful subject."
125,"She thinks he is the most attractive man in the world, even though others perceive him as ordinary.","A. If you had come earlier with your computer, it would have been possible to fix the malfunction. But now, you may need to buy a new one.
B. In for a penny, in for a pound, we need to stay up all night and get the report done since we cannot turn it in half-finished.
C. Although he isn't my favorite singer, my brother absolutely adores his vocals and techniques.
D. It was a fantastic vacation, but all good things come to an end.",C,"D. It was a fantastic vacation, but all good things come to an end."
126,The oldest laptop in the office is Lexi's. But she really enjoys using it.,"A. A journey of a thousand miles begins with a single step.
B. The charming so-called CEO later proved to be the wrong choice to make a deal with. Turns out his promises were only empty words.
C. We have been waiting for you for 3 hours, but that's okay. It’s better late than never.
D. I don’t really like the colour of your car, but then, beauty lies in the eyes of the beholder.",D,"D. I don’t really like the colour of your car, but then, beauty lies in the eyes of the beholder."
127,"Although many people dislike the color combination of orange and green, I believe it to be one of the best.","A. Listen to the news straight from the horse’s mouth, his factory burned down right in front of his eyes.
B. I don’t really like the colour of your car, but then, beauty lies in the eyes of the beholder.
C. They think they’ve won the contract but we’ve still got a couple of ideas to win it back.
D. Andy played hooky from work for a week saying he was sick, now he is on very thin ice according to his boss.",B,"D. Andy played hooky from work for a week saying he was sick, now he is on very thin ice according to his boss."
128,"Many people fail to understand the beauty of mathematics. But to me, it is the most meaningful subject.","A. The oldest laptop in the office is Lexi's. But she really enjoys using it.
B. Everyone likes me because I'm so quiet and obedient. The same cannot be said for my wild cousin Nathan, who always lands himself in trouble.
C. After seeing Tim being disappointed over not making the basketball team, Barry advised him to stray away from his emotions and work hard to try again next year.
D. After working two years for the company she was burned out.",A,D. After working two years for the company she was burned out.
129,"Although he isn't my favorite singer, my brother absolutely adores his vocals and techniques.","A. Although I'm pretty familiar with this part of the woods and don't need a map, I still brought one with me in case I got lost during the hike.
B. The job was finally his after the last interview that went well.
C. Although many people dislike the color combination of orange and green, I believe it to be one of the best.
D. Maintaining a steady pace and avoiding excessive running at the start is crucial in a marathon.",C,D. Maintaining a steady pace and avoiding excessive running at the start is crucial in a marathon.
130,"We have been waiting for you for 3 hours, but that's okay. It’s better late than never.","A. They don’t talk about Olive anymore, turns out he was the Black sheep of the family, he married someone else while he was still engaged to his fiancé.
B. I love to talk to people who know about computers because I enjoy learning about computers.
C. Mary should not have dropped out of school to follow in the footsteps of her favorite writer.
D. I took three years instead of one to finish the training program, but at least I have the credential now.",D,"D. I took three years instead of one to finish the training program, but at least I have the credential now."
131,"Even though it took me two weeks, I at least sent the letter.","A. Mary often boasted of her rose garden to be the best garden in the city. But in reality it is nothing but ordinary.
B. The oldest laptop in the office is Lexi's. But she really enjoys using it.
C. Although she realized the mistake a week after the incident, she waited two years before finally apologizing and confessing.
D. John brought out one dish after another onto the dining room table. Soon, all the guests began gathering around.",C,"D. John brought out one dish after another onto the dining room table. Soon, all the guests began gathering around."
132,"A friend of mine who had failed 12th grade for the last five years, finally succeeded to pass.","A. Her atheltic career started with her first visit to the gym. She never looked back and now is a world class athelete.
B. Even though it took me two weeks, I at least sent the letter.
C. Even if rain is on the forecast, keep watering your garden.
D. The baby looks as snug as a bug in a rug next to her mother.",B,D. The baby looks as snug as a bug in a rug next to her mother.
133,"I took three years instead of one to finish the training program, but at least I have the credential now.","A. The economic depression was the combined result of several risky fiscal policies.
B. Lake Erie drains into Lake Ontario via the Niagara River.
C. Although she realized the mistake a week after the incident, she waited two years before finally apologizing and confessing.
D. Don't you know he is the president of the United States?!.",C,"C. Although she realized the mistake a week after the incident, she waited two years before finally apologizing and confessing."
134,Clark took 10 years to propose to Cece. We all had lost hope but finally he came through.,"A. We missed the bus, but it serves no use to be angry about it right now, so let's walk.
B. Although she realized the mistake a week after the incident, she waited two years before finally apologizing and confessing.
C. Enjoy the honeymoon period of your marriage as much as you can before it passes.
D. Fred built an immense fortune by swindling others, but he lost it all when someone swindled him.",B,"D. Fred built an immense fortune by swindling others, but he lost it all when someone swindled him."
135,"Although she realized the mistake a week after the incident, she waited two years before finally apologizing and confessing.","A. A picture of diseased lungs on the back of cigarette packs is more effective than just the statutory warning message.
B. Their company is so debt-ridden due to erratic management that I think it's safe to say they're about to go bankrupt.
C. Even if rain is on the forecast, keep watering your garden.
D. Clark took 10 years to propose to Cece. We all had lost hope but finally he came through.",D,D. Clark took 10 years to propose to Cece. We all had lost hope but finally he came through.
136,"Don’t invest all your money in the stock market, you should never put all your eggs in one basket.","A. In familiy planning, it's wise not to trust just one childcare method. Different parenting styles contribute to a well-rounded upbringing.
B. After getting fired and having nothing else to do, Kate spent her days imagining schemes to get the boss fired.
C. Don’t judge people based on appearances alone; appearances can be deceptive.
D. Karen is upset with Sandy for not telling her about her plans for the summer.",A,C. Don’t judge people based on appearances alone; appearances can be deceptive.
137,It would be better if you applied to several companies instead of just one.,"A. When the season changes, we won't have access to such delicious mangoes. So, devour them.
B. The boy who cried wolf got his comeuppance once the wolves really came.
C. Doing your work thoroughly and responsibly helps you avoid problems in the long run.
D. Having different social groups is a good idea so that you can enjoy all the things you like with different kinds of people.",D,C. Doing your work thoroughly and responsibly helps you avoid problems in the long run.
138,"He was depending heavily on the success of his venture, but when it failed, he was ruined. He realized that he should have had other backup plans.","A. Don’t lie to land a job, remember that honesty is the best policy.
B. In familiy planning, it's wise not to trust just one childcare method. Different parenting styles contribute to a well-rounded upbringing.
C. Garry talked about how easily he managed the work stress. But his constant need of smoking told a different story.
D. Let's make-do with the cold and build a fire instead of waiting for the weather to warm up.",B,"B. In familiy planning, it's wise not to trust just one childcare method. Different parenting styles contribute to a well-rounded upbringing."
139,"It is important to keep learning new skills and not rely on one skill for your career. With emerging technology, current skills may become outdated in the future.","A. Philly won the game but the opponent was just as good and also came close to victory.
B. It is good that you didn't get to go to the party as I heard the neighbors called the police and everyone got in trouble.
C. All the songs on her album are amazing, but the last one is the one that ruins the vibe.
D. Don’t invest all your money in the stock market, you should never put all your eggs in one basket.",D,"D. Don’t invest all your money in the stock market, you should never put all your eggs in one basket."
140,"In familiy planning, it's wise not to trust just one childcare method. Different parenting styles contribute to a well-rounded upbringing.","A. I asked Joe to lend me his bicycle, and he sent me this old, rusty one which I had to use as I had no other option.
B. Sally had to gather the strength to be the pillar of support for her parents when her only sibling passed away.
C. It would be better if you applied to several companies instead of just one.
D. The way he's obsessing over one doorknob when we're renovating the entire house makes me think that he can't see the larger picture.",C,D. The way he's obsessing over one doorknob when we're renovating the entire house makes me think that he can't see the larger picture.
141,Having different social groups is a good idea so that you can enjoy all the things you like with different kinds of people.,"A. Kevin was worshipped by the new recruits to be the best player in the game. But when they met him they learned that the famous goal was just a fluke.
B. She thinks he is the most attractive man in the world, even though others perceive him as ordinary.
C. Hearing the startup give its business pitch was more informative than any of their marketing and advertising.
D. It would be better if you applied to several companies instead of just one.",D,D. It would be better if you applied to several companies instead of just one.
142,"Don’t lie to land a job, remember that honesty is the best policy.","A. A forest grew near the river.
B. Although many people dislike the color combination of orange and green, I believe it to be one of the best.
C. You should tell your mother the truth about the vase, as it would relieve you of the stress.
D. Sally owns a pet dog; the dog always wiggles its tails and sits next to Sally's father more than anyone else.",C,"C. You should tell your mother the truth about the vase, as it would relieve you of the stress."
143,Doing your work thoroughly and responsibly helps you avoid problems in the long run.,"A. Their company is so debt-ridden due to erratic management that I think it's safe to say they're about to go bankrupt.
B. Gary started investing his money and time in creating a small garden for himself during the off season. Gary regrets not planning and starting during the spring and summer season when results are more visible.
C. Show some respect to your professor! He is a legend in his field.
D. Jane advised a worried Jill that she would feel better after owning up to the mistake.",D,B. Gary started investing his money and time in creating a small garden for himself during the off season. Gary regrets not planning and starting during the spring and summer season when results are more visible.
144,"Politicians frequently tell lies, which gets them into problems. They could win election after election if they would just be sincere about their aims.","A. Don’t lie to land a job, remember that honesty is the best policy.
B. Lets meet him and ask about the robbery. Since he is the one who was robbed, it would be much more thrilling to hear.
C. David was at risk of receiving bad reviews for his work ethic from his manager and scrambled to setup the new system from scratch.
D. Your friend going to the spa instead of doing her homework doesn't mean you can do it too.",A,D. Your friend going to the spa instead of doing her homework doesn't mean you can do it too.
145,Jane advised a worried Jill that she would feel better after owning up to the mistake.,"A. I have set my mind to go through the spreadsheets by Monday and I am working for it hook, line and sinker.
B. Don’t lie to land a job, remember that honesty is the best policy.
C. We should submit the courses we want to register as early as possible so that we can get a seat.
D. As someone with social anxiety, joining the debate club many years ago led me to become a powerful and persuasive public speaker.",B,"D. As someone with social anxiety, joining the debate club many years ago led me to become a powerful and persuasive public speaker."
146,"Liam lied to get into the school; Lary did not. Liam had a difficult time trying to hide the deception as a result. But unlike Liam, Lary did not have to worry about anything else, so he had a terrific time.","A. People in the village say that the house is haunted by the ghost of the lady that lived here many years back. So, my father decides to wait to buy it so he can take more opinions from different people.
B. Doing your work thoroughly and responsibly helps you avoid problems in the long run.
C. I'm sorry to disappoint you but you're not allowed in this party anymore. You're on the blocklist!.
D. Mary prefered to learn from the diagrams of the processes than from the notes describing them as they gave her a better idea.",B,D. Mary preferred to learn from the diagrams of the processes than from the notes describing them as they gave her a better idea.
147,"You should tell your mother the truth about the vase, as it would relieve you of the stress.","A. Brian kept quiet at the board meeting, who knew he had an Ace hidden up his sleeve the whole time.
B. Lester made the dance team by the skin of his teeth since the audition was about to be closed.
C. He was depending heavily on the success of his venture, but when it failed, he was ruined. He realized that he should have had other backup plans.
D. Liam lied to get into the school; Lary did not. Liam had a difficult time trying to hide the deception as a result. But unlike Liam, Lary did not have to worry about anything else, so he had a terrific time.",D,D. Liam lied to get into the school; Lary did not. Liam had a difficult time trying to hide the deception as a result.
148,"Don’t rush through your assignment, remember haste makes waste.","A. When the season changes, we won't have access to such delicious mangoes. So, devour them.
B. Larry always starts the work without reading the requirements and tries to finish it early as well. This leads to others having to fix his work.
C. It would be better if you applied to several companies instead of just one.
D. The charming so-called CEO later proved to be the wrong choice to make a deal with. Turns out his promises were only empty words.",B,D. The charming so-called CEO later proved to be the wrong choice to make a deal with. Turns out his promises were only empty words.
149,Larry always starts the work without reading the requirements and tries to finish it early as well. This leads to others having to fix his work.,"A. To teach a class of even 10 students can be daunting for a first-timer. It needs a lot of dedication and preparation to explain ideas well.
B. These files require a throrough look, don't skim through them quickly.
C. Just because your roommate never cleans up after himself doesn't mean you should too.
D. Sarah wanted to book the honeymoon tickets before she had even been proposed to.",B,"B. These files require a thorough look, don't skim through them quickly."
150,"Kim checked the papers in a rush so that she can have more free time. But, now she needs to redo them as half of the class complained.","A. My mother had an important conference to prepare for, so she refused to entertain our day to day rants and fights.
B. We missed the bus, but it serves no use to be angry about it right now, so let's walk.
C. Jane advised a worried Jill that she would feel better after owning up to the mistake.
D. These files require a throrough look, don't skim through them quickly.",D,"D. These files require a thorough look, don't skim through them quickly."
151,The presentation was such a mess! The presenters tried to convey a lot of information in such a short time that there was no clarity.,"A. I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.
B. Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.
C. David was at risk of receiving bad reviews for his work ethic from his manager and scrambled to setup the new system from scratch.
D. Kim checked the papers in a rush so that she can have more free time. But, now she needs to redo them as half of the class complained.",D,"D. Kim checked the papers in a rush so that she can have more free time. But, now she needs to redo them as half of the class complained."
152,"These files require a throrough look, don't skim through them quickly.","A. Sally has never been to the gym as she is afraid of lifting weights, but lately she's been showing interest and said she will start soon.
B. Don’t rush through your assignment, remember haste makes waste.
C. Don't be greedy, just take whatever they offer you as if you negotiate too much they might take the offer back.
D. These files require a throrough look, don't skim through them quickly.",B,"D. These files require a throrough look, don't skim through them quickly."
