Index,Sentence,Options,Label
717,Harry prepared tirelessly for the final race and put in each and every ounce of energy he had into the training.,"A. Make sure you take an umbrella – I know it's sunny now, but better safe than sorry.
B. The professor knows the students mostly copied the homework, but decides not to be strict about it.
C. I was completely against nationalization. I resisted it wholeheartedly even though I became quite unpopular in the process.
D. He spoke about his guitar skills poorly, but when he played, his hard work showed through the music he produced.",C
718,Harry prepared tirelessly for the final race and put in each and every ounce of energy he had into the training.,"A. We missed the bus, but it serves no use to be angry about it right now, so let's walk.
B. Victor thought acting is an easy and useless job until he joined a theater class and performed for the first time. He realised it is an art form not everyone can master.
C. Larry was so attached to the idea of working for Frank that no other employer could convince him otherwise.
D. The charming so-called CEO later proved to be the wrong choice to make a deal with. Turns out his promises were only empty words.",C
719,Sally was adamant and stubborn about her religious beliefs and went through with the ceremony with full conviction.,"A. This shopkeeper always palms off old stock to the customers.
B. In for a penny, in for a pound, we need to stay up all night and get the report done since we cannot turn it in half-finished.
C. The baby looks as snug as a bug in a rug next to her mother.
D. Although I'm pretty familiar with this part of the woods and don't need a map, I still brought one with me in case I got lost during the hike.",B
720,Sally was adamant and stubborn about her religious beliefs and went through with the ceremony with full conviction.,"A. It is good that you didn't get to go to the party as I heard the neighbors called the police and everyone got in trouble.
B. Hearing the startup give its business pitch was more informative than any of their marketing and advertising.
C. I have decided to see the project through and I will do anything to get the work done.
D. The boy who cried wolf got his comeuppance once the wolves really came.",C
721,Sally was adamant and stubborn about her religious beliefs and went through with the ceremony with full conviction.,"A. After the team’s defeat last season, they fired their manager and have decided to give it their all to win the title this season.
B. You may not like your job, but don't quit merely on the hope of finding a better one.
C. Lester made the dance team by the skin of his teeth since the audition was about to be closed.
D. By writing simple code first, one can eventually master the art of coding complex algorithms.",A
722,Sally was adamant and stubborn about her religious beliefs and went through with the ceremony with full conviction.,"A. Sally has never been to the gym as she is afraid of lifting weights, but lately she's been showing interest and said she will start soon.
B. He left his partner to find true love, only to realize that he already had it before.
C. The poker player liked the hand he was dealt and kept calling until he had staked all his money.
D. We missed the bus, but it serves no use to be angry about it right now, so let's walk.",C
723,Sally was adamant and stubborn about her religious beliefs and went through with the ceremony with full conviction.,"A. The presentation was such a mess! The presenters tried to convey a lot of information in such a short time that there was no clarity.
B. The lawyers who attended the business seminar talked amongst themselves.
C. Even though it took me two weeks, I at least sent the letter.
D. John studied all throughout college in the hopes of landing a good job. He made sacrifices and put in a lot of hard work.",D
724,Sally was adamant and stubborn about her religious beliefs and went through with the ceremony with full conviction.,"A. It's hard to love with a broken heart.
B. My sister cannot sleep in a dark room due to her fears, but she wants to challenge herself someday.
C. The director finally completed the film, having done everything in his power to get the film released and bankrupting his production company.
D. People in the village say that the house is haunted by the ghost of the lady that lived here many years back. So, my father decides to wait to buy it so he can take more opinions from different people.",C
725,Sally was adamant and stubborn about her religious beliefs and went through with the ceremony with full conviction.,"A. I have set my mind to go through the spreadsheets by Monday and I am working for it hook, line and sinker.
B. Mary wanted a big dog house for the dogs but Peter couldn't afford to build her one so she made one from the carboard boxes.
C. Soon after, Garry realized that Hannah was avoiding making the presentation by pretending to be occupied by personal issues, he planned to approach her about it if she repeated it again.
D. The oldest laptop in the office is Lexi's. But she really enjoys using it.",A
726,Sally was adamant and stubborn about her religious beliefs and went through with the ceremony with full conviction.,"A. Mary started making vacation plans but realized she might not get leave until the project was done.
B. Wow, your kid just graduated middle schoool! You must be filled with pride and joy.
C. I am determined to cook the Thanksgiving dinner from scratch this time no matter how difficult it is.
D. Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.",C
727,Sally was adamant and stubborn about her religious beliefs and went through with the ceremony with full conviction.,"A. She never bragged about her grades but secured the second position in the board exams. Truly, actions speak louder than words.
B. Harry prepared tirelessly for the final race and put in each and every ounce of energy he had into the training.
C. You should have gone to the doctor earlier. They still could have cured you then.
D. Linda's demeanor changes whenever her husband is around. She feels she can be her true self whenever she's with him.",B
728,Sally was adamant and stubborn about her religious beliefs and went through with the ceremony with full conviction.,"A. Lets meet him and ask about the robbery. Since he is the one who was robbed, it would be much more thrilling to hear.
B. Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.
C. I was completely against nationalization. I resisted it wholeheartedly even though I became quite unpopular in the process.
D. Every evening, many drinkers get together in a bar near our home. You know, birds of a feather flock together.",C
729,Sally was adamant and stubborn about her religious beliefs and went through with the ceremony with full conviction.,"A. Don’t rush through your assignment, remember haste makes waste.
B. No need to take so much work this quarter, as performance won't impact appraisals. Work more in the next two quarters when the management will actively prioritize it.
C. He spoke about his guitar skills poorly, but when he played, his hard work showed through the music he produced.
D. Larry was so attached to the idea of working for Frank that no other employer could convince him otherwise.",D
730,I was completely against nationalization. I resisted it wholeheartedly even though I became quite unpopular in the process.,"A. These files require a throrough look, don't skim through them quickly.
B. If you don’t go to sleep early, you will wake up late. As you sow, so shall you reap.
C. My tiny daily coffee expenses are draining up all my income.
D. In for a penny, in for a pound, we need to stay up all night and get the report done since we cannot turn it in half-finished.",D
731,I was completely against nationalization. I resisted it wholeheartedly even though I became quite unpopular in the process.,"A. The management made it clear that the employees had to be on board with the new policies or they would be let go.
B. The journalist thought the life of the famous actress was extraordinary, only to realize later that it was not what it looks like.
C. I have decided to see the project through and I will do anything to get the work done.
D. Since he had nothing else to do during the break, he kept obsessing over his previous girlfriend.",C
732,I was completely against nationalization. I resisted it wholeheartedly even though I became quite unpopular in the process.,"A. It is better to gauge others before taking such political stands these days. You never know who is on your side and who will cause you harm for it.
B. To secure the best batch, let's go to the farmer's market early as the remaining options may not be as favorable.
C. The drawing shows me at one glance, what a book can only show me in many pages.
D. After the team’s defeat last season, they fired their manager and have decided to give it their all to win the title this season.",D
733,I was completely against nationalization. I resisted it wholeheartedly even though I became quite unpopular in the process.,"A. For not submitting her homework on time, Amy falsely made up an excuse that her dog ate it but the professor decided to penalize her.
B. The poker player liked the hand he was dealt and kept calling until he had staked all his money.
C. No need to take so much work this quarter, as performance won't impact appraisals. Work more in the next two quarters when the management will actively prioritize it.
D. I took three years instead of one to finish the training program, but at least I have the credential now.",B
734,I was completely against nationalization. I resisted it wholeheartedly even though I became quite unpopular in the process.,"A. When the season changes, we won't have access to such delicious mangoes. So, devour them.
B. You may not like your job, but don't quit merely on the hope of finding a better one.
C. John studied all throughout college in the hopes of landing a good job. He made sacrifices and put in a lot of hard work.
D. He attacked every point in my argument.",C
735,I was completely against nationalization. I resisted it wholeheartedly even though I became quite unpopular in the process.,"A. It is better to gauge others before taking such political stands these days. You never know who is on your side and who will cause you harm for it.
B. Please don’t bother me today with any calls, I have bigger fish to fry.
C. The director finally completed the film, having done everything in his power to get the film released and bankrupting his production company.
D. You should have gone to the doctor earlier. They still could have cured you then.",C
736,I was completely against nationalization. I resisted it wholeheartedly even though I became quite unpopular in the process.,"A. The chef picks out a dish from his list of simpler recipies for the less adventurous customer.
B. Normally I try to maintain a good work-life balance, but I worked all of last week non stop because I had 5 deadlines and I couldn't miss any of them.
C. I have set my mind to go through the spreadsheets by Monday and I am working for it hook, line and sinker.
D. Don’t rush through your assignment, remember haste makes waste.",C
737,I was completely against nationalization. I resisted it wholeheartedly even though I became quite unpopular in the process.,"A. I am determined to cook the Thanksgiving dinner from scratch this time no matter how difficult it is.
B. Sometimes I feel I should have gone for my master’s degree like you instead of this job. Well, the grass is always greener on the other side.
C. Jimmy was reassured after consulting with the professor about what courses to take next semester.
D. A succession of waves battered the rock.",A
738,I was completely against nationalization. I resisted it wholeheartedly even though I became quite unpopular in the process.,"A. While people believed it was impossible to escape from the secret police, Peter somehow managed to do so successfully, albeit a bit close for comfort.
B. Lester made the dance team by the skin of his teeth since the audition was about to be closed.
C. For not submitting her homework on time, Amy falsely made up an excuse that her dog ate it but the professor decided to penalize her.
D. Harry prepared tirelessly for the final race and put in each and every ounce of energy he had into the training.",D
739,I was completely against nationalization. I resisted it wholeheartedly even though I became quite unpopular in the process.,"A. Between six and eight in the morning is when most of the museum visitors arrive. So, you should come one hour before then to avoid the crowd.
B. As they say, every cloud has a silver lining. If we hadn't missed the plane, we would never have met you.
C. Sally was adamant and stubborn about her religious beliefs and went through with the ceremony with full conviction.
D. It requires a tremendous amount of focus and discipline to clear the entrance exam. Not everyone can pass it.",C
740,I was completely against nationalization. I resisted it wholeheartedly even though I became quite unpopular in the process.,"A. I cannot believe you don't know who Cristiano Ronaldo is! He is one of the greatest football players alive.
B. Larry was so attached to the idea of working for Frank that no other employer could convince him otherwise.
C. All the people who had the same interests at the conference were socializing together.
D. All that glitters is not gold.",B
741,Larry was so attached to the idea of working for Frank that no other employer could convince him otherwise.,"A. She posted a lot about her friendship with Mary on Instagram. But in reality they hardly had any bond as they were constantly on their phones when together.
B. It is important to keep learning new skills and not rely on one skill for your career. With emerging technology, current skills may become outdated in the future.
C. He always argues on the silliest topics, it’s like he can’t see the wood for the trees.
D. In for a penny, in for a pound, we need to stay up all night and get the report done since we cannot turn it in half-finished.",D
742,Larry was so attached to the idea of working for Frank that no other employer could convince him otherwise.,"A. The way he's obsessing over one doorknob when we're renovating the entire house makes me think that he can't see the larger picture.
B. In familiy planning, it's wise not to trust just one childcare method. Different parenting styles contribute to a well-rounded upbringing.
C. I have decided to see the project through and I will do anything to get the work done.
D. While a bed would be nice, I'm fine with sleeping on the sofa in the living room for now.",C
743,Larry was so attached to the idea of working for Frank that no other employer could convince him otherwise.,"A. Even if rain is on the forecast, keep watering your garden.
B. After the team’s defeat last season, they fired their manager and have decided to give it their all to win the title this season.
C. I want to attend the lecture as it will be delivered straight from the pioneer of the subject.
D. Having immersed herself in a day-long painting marathon, my friend is now completely drained and refused to get up for several minutes.",B
744,Larry was so attached to the idea of working for Frank that no other employer could convince him otherwise.,"A. Monica cooked so much food last weekend in the restaurant that she had to take a leave to rest on Monday.
B. Her atheltic career started with her first visit to the gym. She never looked back and now is a world class athelete.
C. The poker player liked the hand he was dealt and kept calling until he had staked all his money.
D. Make sure you take an umbrella – I know it's sunny now, but better safe than sorry.",C
745,Larry was so attached to the idea of working for Frank that no other employer could convince him otherwise.,"A. John studied all throughout college in the hopes of landing a good job. He made sacrifices and put in a lot of hard work.
B. We should submit the courses we want to register as early as possible so that we can get a seat.
C. It is better to use a map with directions than reading the instructions on how to arrive at the event.
D. The opponents are unaware of my greatest asset, which is my stamina. The other runners have no chance at all!.",A
746,Larry was so attached to the idea of working for Frank that no other employer could convince him otherwise.,"A. In familiy planning, it's wise not to trust just one childcare method. Different parenting styles contribute to a well-rounded upbringing.
B. Do you know who you're facing? That's the world champion of taekwondo standing right there!.
C. The director finally completed the film, having done everything in his power to get the film released and bankrupting his production company.
D. Ramos decided to finish writing the novel over the weekend, so he went to the cabin where no one could disturb him.",C
747,Larry was so attached to the idea of working for Frank that no other employer could convince him otherwise.,"A. Lake Erie drains into Lake Ontario via the Niagara River.
B. Megan, a lousy student, worked twice as hard and revised her basics once she was told to mentor two new members of the team.
C. I have set my mind to go through the spreadsheets by Monday and I am working for it hook, line and sinker.
D. Victor from school is always trying to sell old coins to me saying they are rare and valuable.",C
748,Larry was so attached to the idea of working for Frank that no other employer could convince him otherwise.,"A. If the workers cannot work for 20 hours a week, they can quit.
B. Whenever Tom had an important event to plan for, he would not meet with any of us and work on that plan with full attention.
C. She knows he's lying to her, but she's choosing to turn a blind eye to the situation.
D. I am determined to cook the Thanksgiving dinner from scratch this time no matter how difficult it is.",D
749,Larry was so attached to the idea of working for Frank that no other employer could convince him otherwise.,"A. Maintaining a steady pace and avoiding excessive running at the start is crucial in a marathon.
B. Hearing the startup give its business pitch was more informative than any of their marketing and advertising.
C. Harry prepared tirelessly for the final race and put in each and every ounce of energy he had into the training.
D. You can't drive a car with no fuel.",C
750,Larry was so attached to the idea of working for Frank that no other employer could convince him otherwise.,"A. Sally was adamant and stubborn about her religious beliefs and went through with the ceremony with full conviction.
B. Since he had nothing else to do during the break, he kept obsessing over his previous girlfriend.
C. Claire always thought that Max was unkind and rude because of his edgy fashion sense. But once she learned how kind and sensitive he was, she was surprised.
D. The A team is the best one as it has the best players except Ron, who often negates the others' efforts.",A
751,Larry was so attached to the idea of working for Frank that no other employer could convince him otherwise.,"A. It requires a tremendous amount of focus and discipline to clear the entrance exam. Not everyone can pass it.
B. Every evening, many drinkers get together in a bar near our home. You know, birds of a feather flock together.
C. I was completely against nationalization. I resisted it wholeheartedly even though I became quite unpopular in the process.
D. Better to buy the sweets we are accustomed to than to try the new ones that might taste better.",C
752,"The drawing shows me at one glance, what a book can only show me in many pages.","A. Sally was adamant and stubborn about her religious beliefs and went through with the ceremony with full conviction.
B. He told his wife that he doesn’t want to rain on her parade, but they had to shift their vacation dates.
C. I can just watch the adaptation instead of reading the 5 massive books the adaptation was based on.
D. The journalist thought the life of the famous actress was extraordinary, only to realize later that it was not what it looks like.",C
753,"The drawing shows me at one glance, what a book can only show me in many pages.","A. Don’t rush through your assignment, remember haste makes waste.
B. I'm sorry to disappoint you but you're not allowed in this party anymore. You're on the blocklist!.
C. Kim checked the papers in a rush so that she can have more free time. But, now she needs to redo them as half of the class complained.
D. A picture of diseased lungs on the back of cigarette packs is more effective than just the statutory warning message.",D
754,"The drawing shows me at one glance, what a book can only show me in many pages.","A. The weather finally became pleasant following the stormy week.
B. Hearing the startup give its business pitch was more informative than any of their marketing and advertising.
C. Please don’t bother me today with any calls, I have bigger fish to fry.
D. Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.",B
755,"The drawing shows me at one glance, what a book can only show me in many pages.","A. Sally always gets so happy and comfortable whenever Sharon is around.
B. It is better to use a map with directions than reading the instructions on how to arrive at the event.
C. Little by little, the stove’s radiating heat melted the chocolate bar on the counter nearby.
D. The A team is the best one as it has the best players except Ron, who often negates the others' efforts.",B
756,"The drawing shows me at one glance, what a book can only show me in many pages.","A. Make sure you take an umbrella – I know it's sunny now, but better safe than sorry.
B. Mary prefered to learn from the diagrams of the processes than from the notes describing them as they gave her a better idea.
C. Samantha should not spend all her savings on the flight tickets during the holidays. She should wait and check after a few months when the prices are low.
D. I think it’s better to compromise with your neighbour now instead of letting tensions simmer and allowing the problem to snowball.",B
757,I can just watch the adaptation instead of reading the 5 massive books the adaptation was based on.,"A. The drawing shows me at one glance, what a book can only show me in many pages.
B. Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.
C. I would rather use my old pan for cooking than buy the new utensil with fancy features.
D. Jim is the only one from our group who has engaged in any sort of criminal activity. Only Jim has ever spent time in jail.",A
758,I can just watch the adaptation instead of reading the 5 massive books the adaptation was based on.,"A. The father told the son that it was his way or the highway when the son came back home drunk.
B. Politicians frequently tell lies, which gets them into problems. They could win election after election if they would just be sincere about their aims.
C. When he finally started earning after years of struggle, Alex spent all his money on drinks and parties as he wanted to enjoy his life now.
D. A picture of diseased lungs on the back of cigarette packs is more effective than just the statutory warning message.",D
759,I can just watch the adaptation instead of reading the 5 massive books the adaptation was based on.,"A. The incharge was overjoyed to see that the floor had finally been cleaned properly by the new hire and was no longer slippery.
B. Hearing the startup give its business pitch was more informative than any of their marketing and advertising.
C. The management made it clear that the employees had to be on board with the new policies or they would be let go.
D. She has been talking trash about us all week to everyone. So I don't feel sorry for her when someone spilled all her secrets.",B
760,I can just watch the adaptation instead of reading the 5 massive books the adaptation was based on.,"A. Even though I lost everything in the fire, I ended up moving to Arkansas where I won the state lottery.
B. It is better to use a map with directions than reading the instructions on how to arrive at the event.
C. Jim is the only one from our group who has engaged in any sort of criminal activity. Only Jim has ever spent time in jail.
D. I took three years instead of one to finish the training program, but at least I have the credential now.",B
761,I can just watch the adaptation instead of reading the 5 massive books the adaptation was based on.,"A. Each blade of grass was a bayonet pointed firmly at our bare feet.
B. Mary prefered to learn from the diagrams of the processes than from the notes describing them as they gave her a better idea.
C. The director finally completed the film, having done everything in his power to get the film released and bankrupting his production company.
D. He spoke about his guitar skills poorly, but when he played, his hard work showed through the music he produced.",B
762,A picture of diseased lungs on the back of cigarette packs is more effective than just the statutory warning message.,"A. Andy opened the window blinds to see the sun rising. The dark room was brighly lit in a few hours.
B. The drawing shows me at one glance, what a book can only show me in many pages.
C. You should not be using your pen for gossip and rumors, even though other media reporters are doing so.
D. My sister cannot sleep in a dark room due to her fears, but she wants to challenge herself someday.",B
763,A picture of diseased lungs on the back of cigarette packs is more effective than just the statutory warning message.,"A. I can just watch the adaptation instead of reading the 5 massive books the adaptation was based on.
B. Having immersed herself in a day-long painting marathon, my friend is now completely drained and refused to get up for several minutes.
C. The boy who cried wolf got his comeuppance once the wolves really came.
D. He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.",A
764,A picture of diseased lungs on the back of cigarette packs is more effective than just the statutory warning message.,"A. Hearing the startup give its business pitch was more informative than any of their marketing and advertising.
B. That dress wasn't exactly what I would have picked for myself, but, hey, it was free, and I'm broke right now.
C. You can't pour from an empty cup.
D. After losing half of the soldiers, they had no other option but to use the tank to fight.",A
765,A picture of diseased lungs on the back of cigarette packs is more effective than just the statutory warning message.,"A. Everyone thought that he would lose, but he made a comeback through herculean effort.
B. It is better to use a map with directions than reading the instructions on how to arrive at the event.
C. He made the final cut to the university just by a small margin.
D. No need to take so much work this quarter, as performance won't impact appraisals. Work more in the next two quarters when the management will actively prioritize it.",B
766,A picture of diseased lungs on the back of cigarette packs is more effective than just the statutory warning message.,"A. There is no point in regretting your approach after you've had the interview. Move on to the next one.
B. Mary prefered to learn from the diagrams of the processes than from the notes describing them as they gave her a better idea.
C. I wanted to go out for dinner but I had no money and had to eat the left-over rice from last night.
D. Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.",B
767,Hearing the startup give its business pitch was more informative than any of their marketing and advertising.,"A. The drawing shows me at one glance, what a book can only show me in many pages.
B. All that glitters is not gold.
C. My sister cannot sleep in a dark room due to her fears, but she wants to challenge herself someday.
D. After years of working as a lawyer, Smith decided to quit and open a youtube channel for his singing videos.",A
768,Hearing the startup give its business pitch was more informative than any of their marketing and advertising.,"A. I can just watch the adaptation instead of reading the 5 massive books the adaptation was based on.
B. He is so engrossed in his work that he is missing out on his personal life and his family.
C. I told my wife I will compromise on most of the things but on holidays I can do whatever I want.
D. Philip avoided the chores by pretending to be busy until his mother realised he had no work and made him do the chores all week.",A
769,Hearing the startup give its business pitch was more informative than any of their marketing and advertising.,"A. Jake might look confused all the time, but he's really extremely bright.
B. She has been talking trash about us all week to everyone. So I don't feel sorry for her when someone spilled all her secrets.
C. A picture of diseased lungs on the back of cigarette packs is more effective than just the statutory warning message.
D. Jane advised a worried Jill that she would feel better after owning up to the mistake.",C
770,Hearing the startup give its business pitch was more informative than any of their marketing and advertising.,"A. I wanted to go out for dinner but I had no money and had to eat the left-over rice from last night.
B. Listen, losing weight is easier said than done, many people lack commitment.
C. It is better to use a map with directions than reading the instructions on how to arrive at the event.
D. He never told her about his feelings but everytime he met her, he was caring towards her.",C
771,Hearing the startup give its business pitch was more informative than any of their marketing and advertising.,"A. Her atheltic career started with her first visit to the gym. She never looked back and now is a world class athelete.
B. Don’t ignore the sudden malfunctioning of your car, just go to the garage. A stitch in time saves nine.
C. Mary prefered to learn from the diagrams of the processes than from the notes describing them as they gave her a better idea.
D. Show some respect to your professor! He is a legend in his field.",C
772,It is better to use a map with directions than reading the instructions on how to arrive at the event.,"A. Although Lexi looks like an airhead, she is one of the wisest people I have ever met.
B. I cannot believe you don't know who Cristiano Ronaldo is! He is one of the greatest football players alive.
C. The process of quiting smoking starts with a desire to quit smoking.
D. The drawing shows me at one glance, what a book can only show me in many pages.",D
773,It is better to use a map with directions than reading the instructions on how to arrive at the event.,"A. Philip needed an entire day of focus to finish the project that he switched off all of his devices.
B. I can just watch the adaptation instead of reading the 5 massive books the adaptation was based on.
C. You can't drive a car with no fuel.
D. Although many people dislike the color combination of orange and green, I believe it to be one of the best.",B
774,It is better to use a map with directions than reading the instructions on how to arrive at the event.,"A. No light can be found from an unlit candle.
B. Frank has never tried to write a computer program before as he finds computers daunting. But last time we met, he said he will go for it.
C. I am determined to cook the Thanksgiving dinner from scratch this time no matter how difficult it is.
D. A picture of diseased lungs on the back of cigarette packs is more effective than just the statutory warning message.",D
775,It is better to use a map with directions than reading the instructions on how to arrive at the event.,"A. Hearing the startup give its business pitch was more informative than any of their marketing and advertising.
B. If my project partner hadn't gotten sick I never would have need to finish the entire assignment on my own by working day and night.
C. The group managed to finish the project just in time and submitted the report two minutes before the deadline.
D. Lester made the dance team by the skin of his teeth since the audition was about to be closed.",A
776,It is better to use a map with directions than reading the instructions on how to arrive at the event.,"A. The presentation was such a mess! The presenters tried to convey a lot of information in such a short time that there was no clarity.
B. Mary prefered to learn from the diagrams of the processes than from the notes describing them as they gave her a better idea.
C. These files require a throrough look, don't skim through them quickly.
D. Between six and eight in the morning is when most of the museum visitors arrive. So, you should come one hour before then to avoid the crowd.",B
777,Mary prefered to learn from the diagrams of the processes than from the notes describing them as they gave her a better idea.,"A. The drawing shows me at one glance, what a book can only show me in many pages.
B. I cannot believe you don't know who Cristiano Ronaldo is! He is one of the greatest football players alive.
C. It looks easy but it is very hard to drive a car in this traffic. Only experienced drivers can navigate this chaos.
D. We missed the bus, but it serves no use to be angry about it right now, so let's walk.",A
778,Mary prefered to learn from the diagrams of the processes than from the notes describing them as they gave her a better idea.,"A. As someone with social anxiety, joining the debate club many years ago led me to become a powerful and persuasive public speaker.
B. I can just watch the adaptation instead of reading the 5 massive books the adaptation was based on.
C. Little by little, the stove’s radiating heat melted the chocolate bar on the counter nearby.
D. The fancy Michelin-star restaurant seems to attract a homogeneous clientele, who all appear to wear the same fashion and be around the same age.",B
779,Mary prefered to learn from the diagrams of the processes than from the notes describing them as they gave her a better idea.,"A. The opponents are unaware of my greatest asset, which is my stamina. The other runners have no chance at all!.
B. It is good that you didn't get to go to the party as I heard the neighbors called the police and everyone got in trouble.
C. Part of the state budget comes from the federal government’s contentious spending package.
D. A picture of diseased lungs on the back of cigarette packs is more effective than just the statutory warning message.",D
780,Mary prefered to learn from the diagrams of the processes than from the notes describing them as they gave her a better idea.,"A. Hearing the startup give its business pitch was more informative than any of their marketing and advertising.
B. The economic depression was the combined result of several risky fiscal policies.
C. Mary started making vacation plans but realized she might not get leave until the project was done.
D. The life of royals looks glamorous from afar but it is not as happy and fun as it looks.",A
781,Mary prefered to learn from the diagrams of the processes than from the notes describing them as they gave her a better idea.,"A. He danced off his sugar high then promptly fell asleep.
B. Don’t rush through your assignment, remember haste makes waste.
C. It is better to use a map with directions than reading the instructions on how to arrive at the event.
D. Gary started investing his money and time in creating a small garden for himself during the off season. Gary regrets not planning and starting during the spring and summer season when results are more visible.",C
782,"I would have preferred a house of my own rather than sharing, but beggars can't be choosers, I suppose.","A. That dress wasn't exactly what I would have picked for myself, but, hey, it was free, and I'm broke right now.
B. Even though I lost everything in the fire, I ended up moving to Arkansas where I won the state lottery.
C. You can't drive a car with no fuel.
D. The poker player liked the hand he was dealt and kept calling until he had staked all his money.",A
783,"I would have preferred a house of my own rather than sharing, but beggars can't be choosers, I suppose.","A. You can't drive a car with no fuel.
B. My mother had an important conference to prepare for, so she refused to entertain our day to day rants and fights.
C. I asked Joe to lend me his bicycle, and he sent me this old, rusty one which I had to use as I had no other option.
D. Having cried the entire night she greeted everyone in the morning like sunshine.",C
784,"I would have preferred a house of my own rather than sharing, but beggars can't be choosers, I suppose.","A. Her ideas were challenged as she read book after book.
B. Mary collected so many books over the years that she eventually had enough to make her own library.
C. The oldest laptop in the office is Lexi's. But she really enjoys using it.
D. I wanted to go out for dinner but I had no money and had to eat the left-over rice from last night.",D
785,"I would have preferred a house of my own rather than sharing, but beggars can't be choosers, I suppose.","A. Mary wanted a big dog house for the dogs but Peter couldn't afford to build her one so she made one from the carboard boxes.
B. She never bragged about her grades but secured the second position in the board exams. Truly, actions speak louder than words.
C. If the workers cannot work for 20 hours a week, they can quit.
D. He made the final cut to the university just by a small margin.",A
786,"I would have preferred a house of my own rather than sharing, but beggars can't be choosers, I suppose.","A. The manager saw that Silvy was passing on her clients for hair appointments to other professionals but was showing up for tips; she decided to fire her the next time.
B. Larry was upset even months after breaking up with Samantha. So, Mary, his sister finally told him that there is no point in dwelling over it since Samantha has moved on.
C. Sometimes I feel I should have gone for my master’s degree like you instead of this job. Well, the grass is always greener on the other side.
D. While a bed would be nice, I'm fine with sleeping on the sofa in the living room for now.",D
787,"I would have preferred a house of my own rather than sharing, but beggars can't be choosers, I suppose.","A. He is so engrossed in his work that he is missing out on his personal life and his family.
B. Brian kept quiet at the board meeting, who knew he had an Ace hidden up his sleeve the whole time.
C. By that time, my friend was broke, so he had to sell his house.
D. I love to talk to people who know about computers because I enjoy learning about computers.",C
788,"I would have preferred a house of my own rather than sharing, but beggars can't be choosers, I suppose.","A. Don’t judge people based on appearances alone; appearances can be deceptive.
B. After losing half of the soldiers, they had no other option but to use the tank to fight.
C. The opponents are unaware of my greatest asset, which is my stamina. The other runners have no chance at all!.
D. Hearing the startup give its business pitch was more informative than any of their marketing and advertising.",B
789,"That dress wasn't exactly what I would have picked for myself, but, hey, it was free, and I'm broke right now.","A. He danced off his sugar high then promptly fell asleep.
B. Doing your work thoroughly and responsibly helps you avoid problems in the long run.
C. I would have preferred a house of my own rather than sharing, but beggars can't be choosers, I suppose.
D. After months of hard campaigning, the politician had all but secured the election.",C
790,"That dress wasn't exactly what I would have picked for myself, but, hey, it was free, and I'm broke right now.","A. Victor thought acting is an easy and useless job until he joined a theater class and performed for the first time. He realised it is an art form not everyone can master.
B. Show some respect to your professor! He is a legend in his field.
C. I asked Joe to lend me his bicycle, and he sent me this old, rusty one which I had to use as I had no other option.
D. Make sure you take an umbrella – I know it's sunny now, but better safe than sorry.",C
791,"That dress wasn't exactly what I would have picked for myself, but, hey, it was free, and I'm broke right now.","A. But if you look at the bright side you got to learn so much from the experience.
B. I hold it against him for not treating me with respect.
C. I wanted to go out for dinner but I had no money and had to eat the left-over rice from last night.
D. The congressman became so involved in the wording of his bill that he did not realize that the bill could never pass.",C
792,"That dress wasn't exactly what I would have picked for myself, but, hey, it was free, and I'm broke right now.","A. A succession of waves battered the rock.
B. I am mad at Kim for choosing not to support me at my wedding.
C. I am sorry, but you would now have to present your work before you can go for the vacation.
D. Mary wanted a big dog house for the dogs but Peter couldn't afford to build her one so she made one from the carboard boxes.",D
793,"That dress wasn't exactly what I would have picked for myself, but, hey, it was free, and I'm broke right now.","A. A broken cup can no longer contain its coffee.
B. While a bed would be nice, I'm fine with sleeping on the sofa in the living room for now.
C. Don’t rush through your assignment, remember haste makes waste.
D. Now that we're friends, we can let bygones be bygones.",B
794,"That dress wasn't exactly what I would have picked for myself, but, hey, it was free, and I'm broke right now.","A. By that time, my friend was broke, so he had to sell his house.
B. Don’t lie to land a job, remember that honesty is the best policy.
C. You can't pour from an empty cup.
D. She wanted to buy a dress in case someone asked her to the dance, but I told her not to count her chickens before they hatched.",A
795,"That dress wasn't exactly what I would have picked for myself, but, hey, it was free, and I'm broke right now.","A. The soccer club is divided into groups of people from the same region who practice often with each other.
B. After losing half of the soldiers, they had no other option but to use the tank to fight.
C. He danced off his sugar high then promptly fell asleep.
D. He told his wife that he doesn’t want to rain on her parade, but they had to shift their vacation dates.",B
796,"I asked Joe to lend me his bicycle, and he sent me this old, rusty one which I had to use as I had no other option.","A. All the songs on her album are amazing, but the last one is the one that ruins the vibe.
B. The charming so-called CEO later proved to be the wrong choice to make a deal with. Turns out his promises were only empty words.
C. one can't eat from a broken plate.
D. I would have preferred a house of my own rather than sharing, but beggars can't be choosers, I suppose.",D
